Gene stable ID	HGNC symbol	Gene name
ENSG00000274692	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
ENSG00000281763	DHX36	DEAH-box helicase 36
ENSG00000277657	KIR2DS3	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000275062	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
ENSG00000275513	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
ENSG00000282388	NA	NA
ENSG00000277567	NA	NA
ENSG00000282551	NA	NA
ENSG00000282176	NA	uncharacterized LOC79857
ENSG00000275637	NCR1	natural cytotoxicity triggering receptor 1
ENSG00000282507	NA	NA
ENSG00000263322	NA	NA
ENSG00000277101	ARHGEF26	Rho guanine nucleotide exchange factor 26
ENSG00000282112	DSEL-AS1	DSEL antisense RNA 1
ENSG00000262102	DSEL	dermatan sulfate epimerase like
ENSG00000277691	NA	NA
ENSG00000282220	NA	NA
ENSG00000277982	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2
ENSG00000277375	KIR2DP1	NA
ENSG00000273918	NA	NA
ENSG00000280759	AP2A2	adaptor related protein complex 2 subunit alpha 2
ENSG00000279612	NA	NA
ENSG00000275593	KIR3DP1	NA
ENSG00000276625	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
ENSG00000282606	NA	uncharacterized LOC284241
ENSG00000274957	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275317	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
ENSG00000278140	NA	NA
ENSG00000281949	NA	NA
ENSG00000276328	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
ENSG00000282330	NA	NA
ENSG00000281995	NA	NA
ENSG00000278614	KIR2DP1	NA
ENSG00000281942	NA	NA
ENSG00000279389	GARRE1	granule associated Rac and RHOG effector 1
ENSG00000278430	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
ENSG00000282752	CTDP1	CTD phosphatase subunit 1
ENSG00000262860	LSM14A	LSM14A mRNA processing body assembly factor
ENSG00000282233	NA	NA
ENSG00000282770	DLG5-AS1	NA
ENSG00000282690	NA	NA
ENSG00000281157	ARHGEF26-AS1	ARHGEF26 antisense RNA 1
ENSG00000274438	KIR2DS2	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2
ENSG00000276516	RN7SL284P	NA
ENSG00000276274	RNU6-1266P	NA
ENSG00000274163	KIR3DP1	NA
ENSG00000274842	LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2
ENSG00000276254	NA	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274406	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275671	NA	NA
ENSG00000275276	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
ENSG00000277518	MUC6	mucin 6, oligomeric mucus/gel-forming
ENSG00000275517	PRB1	proline rich protein BstNI subfamily 2
ENSG00000275517	PRB1	proline rich protein BstNI subfamily 1
ENSG00000275008	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3
ENSG00000275599	KIR2DS3	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000273670	LILRP1	NA
ENSG00000274476	KIR2DP1	NA
ENSG00000262113	NA	NA
ENSG00000277456	NA	NA
ENSG00000274283	KIR3DS1	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1
ENSG00000278606	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
ENSG00000274980	RNU6-1025P	NA
ENSG00000278788	SBNO2	strawberry notch homolog 2
ENSG00000274009	NA	NA
ENSG00000274942	KIR2DP1	NA
ENSG00000273518	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
ENSG00000282352	ZNF965P	NA
ENSG00000282037	GXYLT1P1	NA
ENSG00000282782	CYP4F34P	NA
ENSG00000282611	CNN2P12	NA
ENSG00000282677	SNX18P26	NA
ENSG00000282536	LINC00328-2P	NA
ENSG00000282715	ANKRD20A9P	NA
ENSG00000278853	RNU6-55P	NA
ENSG00000252379	NA	NA
ENSG00000277428	NA	NA
ENSG00000276256	NA	uncharacterized LOC389831
ENSG00000278063	NA	NA
ENSG00000263270	NA	NA
ENSG00000276084	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
ENSG00000277354	CRIM1	cysteine rich transmembrane BMP regulator 1
ENSG00000277251	KIR2DL2	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2
ENSG00000281351	SUDS3P1	NA
ENSG00000280559	NA	NA
ENSG00000280647	NA	NA
ENSG00000278476	RPL21P36	NA
ENSG00000274382	PROP1	PROP paired-like homeobox 1
ENSG00000279215	CRIM1-DT	NA
ENSG00000276307	LILRP1	NA
ENSG00000273883	LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2
ENSG00000281644	NA	NA
ENSG00000282753	NA	NA
ENSG00000282649	SEPTIN9-DT	SEPTIN9 divergent transcript
ENSG00000278821	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
ENSG00000278666	NA	NA
ENSG00000282302	SEPTIN9	septin 9
ENSG00000277271	NA	leukocyte immunoglobulin-like receptor pseudogene 2
ENSG00000275247	NA	NA
ENSG00000277729	NA	NA
ENSG00000275351	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000278304	KIR2DS1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000277833	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
ENSG00000281254	NA	NA
ENSG00000281173	ABCB10P1	NA
ENSG00000278508	GOLGA8DP	golgin A8 family member D, pseudogene
ENSG00000276686	KIR2DL5A	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A
ENSG00000278201	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
ENSG00000278427	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
ENSG00000280971	NA	NA
ENSG00000262679	APOBEC3B-AS1	APOBEC3B antisense RNA 1
ENSG00000262536	NA	NA
ENSG00000262156	APOBEC3A	APOBEC3A and APOBEC3B deletion hybrid
ENSG00000262156	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A
ENSG00000278361	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2
ENSG00000280807	TUBGCP5	tubulin gamma complex associated protein 5
ENSG00000281919	SLC45A2	solute carrier family 45 member 2
ENSG00000274106	NA	NA
ENSG00000277976	KRT18P40	NA
ENSG00000279974	NA	NA
ENSG00000277389	KRTAP5-6	keratin associated protein 5-6
ENSG00000274402	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3
ENSG00000262453	NA	NA
ENSG00000278780	ZNF430	zinc finger protein 430
ENSG00000280585	KRTAP5-1	keratin associated protein 5-1
ENSG00000277069	RXFP3	relaxin family peptide receptor 3
ENSG00000278620	KRTAP5-4	keratin associated protein 5-4
ENSG00000278247	GOLGA6L1	golgin A6 family like 1
ENSG00000275255	KIR3DP1	NA
ENSG00000281690	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12
ENSG00000273528	LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2
ENSG00000275262	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2
ENSG00000277091	NA	NA
ENSG00000278302	KRTAP5-5	keratin associated protein 5-5
ENSG00000278633	NA	NA
ENSG00000278066	NA	NA
ENSG00000275486	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
ENSG00000274449	NA	NA
ENSG00000281261	FAM99A	family with sequence similarity 99 member A
ENSG00000279318	NA	NA
ENSG00000278489	KRTAP5-2	keratin associated protein 5-2
ENSG00000281737	NA	NA
ENSG00000281633	LINC02708	NA
ENSG00000274296	DECR2	2,4-dienoyl-CoA reductase 2
ENSG00000281725	ELMO2P1	NA
ENSG00000281176	KRTAP5-AS1	KRTAP5-1/KRTAP5-2 antisense RNA 1
ENSG00000281240	LINC02708	NA
ENSG00000278091	ZNF85	zinc finger protein 85
ENSG00000281783	FAM99B	family with sequence similarity 99 member B
ENSG00000281111	NA	NA
ENSG00000278165	DUSP8	dual specificity phosphatase 8
ENSG00000281733	FAM99A	family with sequence similarity 99 member A
ENSG00000281754	NA	NA
ENSG00000280490	NA	NA
ENSG00000275920	KRTAP5-3	keratin associated protein 5-3
ENSG00000277046	NA	NA
ENSG00000277068	KRTAP5-4	keratin associated protein 5-4
ENSG00000280500	ELMO2P1	NA
ENSG00000281829	FAM99B	family with sequence similarity 99 member B
ENSG00000281149	NA	NA
ENSG00000278070	GOLGA8DP	golgin A8 family member D, pseudogene
ENSG00000281618	IFITM10	interferon induced transmembrane protein 10
ENSG00000280986	LINC01659	long intergenic non-protein coding RNA 1659
ENSG00000278210	KRTAP5-1	keratin associated protein 5-1
ENSG00000281076	ZDHHC8P1	NA
ENSG00000281191	KRTAP5-3	keratin associated protein 5-3
ENSG00000280737	LINC02549	long intergenic non-protein coding RNA 2549
ENSG00000281645	NA	NA
ENSG00000281533	KRTAP5-2	keratin associated protein 5-2
ENSG00000277291	KRTAP5-5	keratin associated protein 5-5
ENSG00000278230	NA	NA
ENSG00000276582	ABCB11	ATP binding cassette subfamily B member 11
ENSG00000275321	NA	NA
ENSG00000280679	NA	NA
ENSG00000280428	BNIP3P24	NA
ENSG00000281801	KRTAP5-AS1	KRTAP5-1/KRTAP5-2 antisense RNA 1
ENSG00000280030	NA	NA
ENSG00000280839	CES5AP1	NA
ENSG00000280784	NA	NA
ENSG00000275050	ZNF66	zinc finger protein 66
ENSG00000280557	GNG5P1	NA
ENSG00000280618	CYFIP1	cytoplasmic FMR1 interacting protein 1
ENSG00000280765	NA	uncharacterized LOC101929297
ENSG00000277175	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
ENSG00000278373	G6PC2	glucose-6-phosphatase catalytic subunit 2
ENSG00000280898	NA	NA
ENSG00000277153	RNU6-222P	NA
ENSG00000273793	DUSP8	dual specificity phosphatase 8
ENSG00000281374	NA	NA
ENSG00000275083	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2
ENSG00000274657	FAM230I	family with sequence similarity 230 member I
ENSG00000281077	LINC02557	NA
ENSG00000261846	AADACL2	arylacetamide deacetylase like 2
ENSG00000277909	SPC25	SPC25 component of NDC80 kinetochore complex
ENSG00000281651	KCNQ2-AS1	NA
ENSG00000262411	LINC02066	NA
ENSG00000275253	KIR2DS2	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2
ENSG00000276565	NA	NA
ENSG00000262466	AADACL2-AS1	NA
ENSG00000275626	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2
ENSG00000281151	KCNQ2	potassium voltage-gated channel subfamily Q member 2
ENSG00000262473	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
ENSG00000276595	PTCHD3	patched domain containing 3
ENSG00000282201	NA	NA
ENSG00000281567	SLC25A51P1	NA
ENSG00000277364	ADH5P4	NA
ENSG00000275338	RAB11FIP3	RAB11 family interacting protein 3
ENSG00000275326	NOSTRIN	nitric oxide synthase trafficking
ENSG00000275336	NA	NA
ENSG00000276777	ODAD2P1	NA
ENSG00000273681	FAM210CP	NA
ENSG00000281012	NA	NA
ENSG00000278364	TRIAP1P1	NA
ENSG00000273501	NA	NA
ENSG00000275009	GOLGA6L1	golgin A6 family like 1
ENSG00000278036	NA	NA
ENSG00000281703	NA	NA
ENSG00000278019	NA	NA
ENSG00000280619	NA	uncharacterized LOC107987434
ENSG00000280619	NA	uncharacterized LOC107987420
ENSG00000281380	NA	NA
ENSG00000273772	SMN2	survival of motor neuron 2, centromeric
ENSG00000273772	SMN2	survival of motor neuron 1, telomeric
ENSG00000280461	ABCB10P1	NA
ENSG00000262148	RPS5P3	NA
ENSG00000262911	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28
ENSG00000281513	NA	NA
ENSG00000281081	NA	NA
ENSG00000276856	TUBGCP5	tubulin gamma complex associated protein 5
ENSG00000281464	NA	NA
ENSG00000281048	NA	NA
ENSG00000262892	NA	NA
ENSG00000262795	IFNGR2	interferon gamma receptor 2
ENSG00000275495	NA	NA
ENSG00000262634	SKA1	spindle and kinetochore associated complex subunit 1
ENSG00000278271	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
ENSG00000282429	NA	NA
ENSG00000280815	OR2AS2P	NA
ENSG00000278659	OR2T6	olfactory receptor family 2 subfamily T member 6
ENSG00000263141	PAXBP1	PAX3 and PAX7 binding protein 1
ENSG00000282378	NA	NA
ENSG00000282485	LINC00235	NA
ENSG00000275754	OR2T2	olfactory receptor family 2 subfamily T member 2
ENSG00000282214	CAPN15	calpain 15
ENSG00000282110	MAPK4	mitogen-activated protein kinase 4
ENSG00000274018	NA	NA
ENSG00000275617	OR2T4	olfactory receptor family 2 subfamily T member 4
ENSG00000282085	NA	NA
ENSG00000281758	KCNIP4	potassium voltage-gated channel interacting protein 4
ENSG00000282443	NA	NA
ENSG00000275047	KIR2DS5	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5
ENSG00000262132	RNA5SP458	NA
ENSG00000262938	C21orf62	chromosome 21 open reading frame 62
ENSG00000281559	NA	NA
ENSG00000281489	OR2T7	olfactory receptor family 2 subfamily T member 7
ENSG00000275511	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2
ENSG00000280838	NA	uncharacterized LOC105374516
ENSG00000274681	SUDS3P1	NA
ENSG00000273508	OR2T1	olfactory receptor family 2 subfamily T member 1
ENSG00000280635	PROP1	PROP paired-like homeobox 1
ENSG00000281470	NA	NA
ENSG00000263140	C21orf62-AS1	NA
ENSG00000277113	OR2T3	olfactory receptor family 2 subfamily T member 3
ENSG00000282464	NA	NA
ENSG00000274763	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
ENSG00000273831	LRRC56	leucine rich repeat containing 56
ENSG00000281486	SNTG2	syntrophin gamma 2
ENSG00000275102	OR2T5	olfactory receptor family 2 subfamily T member 5
ENSG00000263160	TMEM50B	transmembrane protein 50B
ENSG00000280072	NA	NA
ENSG00000281658	NA	NA
ENSG00000281914	NA	NA
ENSG00000281425	NA	NA
ENSG00000282103	NA	DLG associated protein 2
ENSG00000280638	CDH12P2	NA
ENSG00000280840	PMCHL2	pro-melanin concentrating hormone like 2 (pseudogene)
ENSG00000276512	NA	leukocyte immunoglobulin-like receptor pseudogene 2
ENSG00000282347	NA	NA
ENSG00000282245	NA	uncharacterized LOC401442
ENSG00000278562	NA	NA
ENSG00000282665	ERICH1	glutamate rich 1
ENSG00000274254	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
ENSG00000276910	GTF2H2	GTF2H2 family member C
ENSG00000276910	GTF2H2	general transcription factor IIH subunit 2
ENSG00000274780	PHRF1	PHD and ring finger domains 1
ENSG00000275623	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3
ENSG00000280716	FRG1-DT	FRG1 divergent transcript
ENSG00000277642	NA	NA
ENSG00000281830	NA	long intergenic non-protein coding RNA 1596
ENSG00000281916	NA	NA
ENSG00000276052	RNU1-51P	NA
ENSG00000277400	NA	NA
ENSG00000274847	MAFIP	MAFF interacting protein (pseudogene)
ENSG00000274971	NA	NA
ENSG00000276086	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
ENSG00000263314	NA	NA
ENSG00000275731	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277374	NA	NA
ENSG00000274404	GOLGA6L22	golgin A6 family like 22
ENSG00000260873	SNTB2	syntrophin beta 2
ENSG00000262159	RPS6P22	NA
ENSG00000282734	NA	uncharacterized LOC286083
ENSG00000281997	NA	NA
ENSG00000262592	LRIG3-DT	NA
ENSG00000282141	NA	NA
ENSG00000262036	NA	NA
ENSG00000282001	DLGAP2-AS1	DLGAP2 antisense RNA 1
ENSG00000282152	DLGAP2	DLG associated protein 2
ENSG00000281537	NA	NA
ENSG00000275987	NA	NA
ENSG00000278429	GOLGA8EP	golgin A8 family member E, pseudogene
ENSG00000280476	NA	NA
ENSG00000268674	NA	NA
ENSG00000262788	UTP4	UTP4 small subunit processome component
ENSG00000277475	NA	NA
ENSG00000274040	NA	NA
ENSG00000275405	NA	NA
ENSG00000281953	NA	NA
ENSG00000273603	KIR2DS1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000281999	NA	NA
ENSG00000275596	KIR2DL5A	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A
ENSG00000276374	NA	NA
ENSG00000280787	HERC2P2	NA
ENSG00000278688	NA	NA
ENSG00000282044	NA	NA
ENSG00000273922	LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2
ENSG00000278728	CNTNAP2	contactin associated protein 2
ENSG00000275608	KIR3DS1	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1
ENSG00000281122	MAD2L1-DT	NA
ENSG00000281828	HERC2P7	NA
ENSG00000281846	SPATA31E3P	NA
ENSG00000281422	NA	NA
ENSG00000281356	GOLGA8IP	golgin A8 family member I, pseudogene
ENSG00000273748	NA	NA
ENSG00000280700	NA	NA
ENSG00000276062	NA	NA
ENSG00000276377	NA	NA
ENSG00000277205	NA	NA
ENSG00000274906	NA	NA
ENSG00000262354	NA	NA
ENSG00000262579	NA	NA
ENSG00000281038	OR8U9	olfactory receptor family 8 subfamily U member 9
ENSG00000263150	OR8J2	NA
ENSG00000281773	FAM8A2P	NA
ENSG00000281819	NA	NA
ENSG00000262315	OR8U8	olfactory receptor family 8 subfamily U member 8
ENSG00000280750	NA	NA
ENSG00000280577	OR8L1P	NA
ENSG00000280613	NDUFA6-DT	NA
ENSG00000261897	OR5T3	olfactory receptor family 5 subfamily T member 3
ENSG00000262851	OR5T2	olfactory receptor family 5 subfamily T member 2
ENSG00000280617	OR8K2P	NA
ENSG00000280712	OR8I1P	NA
ENSG00000262755	OR8K3	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)
ENSG00000262611	OR8H1	olfactory receptor family 8 subfamily H member 1
ENSG00000263127	RPL4P5	NA
ENSG00000281800	ICE2P1	NA
ENSG00000282377	NA	NA
ENSG00000280821	NA	NA
ENSG00000281580	LINC01060	long intergenic non-protein coding RNA 1060
ENSG00000262784	OR5T1	olfactory receptor family 5 subfamily T member 1
ENSG00000272835	SMDT1	single-pass membrane protein with aspartate rich tail 1
ENSG00000281820	RPL5P29	NA
ENSG00000263328	OR8K1	olfactory receptor family 8 subfamily K member 1
ENSG00000273498	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
ENSG00000262796	OR8J1	olfactory receptor family 8 subfamily J member 1
ENSG00000278229	RPS17	ribosomal protein S17
ENSG00000281019	NA	uncharacterized LOC100506688
ENSG00000276920	NKD2	NKD inhibitor of WNT signaling pathway 2
